Time(s),Pressure(pa),Humidity(RH%),Temperature(C),Gas(NoUnitYet)
47.0,97942.0166016,85,25,312
47.5,97937.8662109,85,25,316
48.0,97934.9853516,85,25,313
48.5,97914.1601562,85,25,316
49.0,97930.3955078,85,25,314
49.5,97900.5126953,85,25,315
50.0,97906.2011719,85,25,321
50.5,97910.6689453,85,25,311
51.0,97917.4072266,85,25,315
51.5,97918.6523438,85,25,312
52.0,97910.1074219,85,25,317
52.5,97905.5175781,85,25,312
53.0,97909.3017578,85,25,314
53.5,97919.4580078,85,25,314
54.0,97891.7236328,85,25,315
54.5,97892.1386719,85,25,317
55.0,97908.6181641,85,25,316
55.5,97915.2832031,85,25,317
56.0,97915.9423828,86,25,311
56.5,97909.4726562,85,25,314
57.0,97898.6083984,86,25,315
57.5,97904.9804688,86,25,315
58.0,97909.9853516,86,25,315
58.5,97921.9970703,86,25,315
59.0,97903.6376953,86,25,312
59.5,97895.3857422,86,25,312
60.0,97886.3037109,86,25,315
60.5,97904.3212891,86,25,316
61.0,97906.5917969,86,25,313
61.5,97904.8583984,86,25,312
62.0,97923.2666016,86,25,314
62.5,97911.4746094,86,25,317
63.0,97895.5322266,86,25,316
63.5,97911.7675781,86,25,312
64.0,97895.0927734,86,25,315
64.5,97873.8525391,86,25,315
65.0,97902.5390625,86,25,316
65.5,97903.2470703,86,25,315
66.0,97897.9492188,86,25,315
66.5,97925.0,86,25,317
67.0,97902.9785156,86,25,316
67.5,97898.0957031,86,25,313
68.0,97909.3017578,86,25,315
68.5,97911.8896484,86,25,315
69.0,97906.0546875,86,25,314
69.5,97893.359375,86,25,313
70.0,97901.5136719,86,25,315
70.5,97924.7558594,86,25,318
71.0,97892.8222656,86,25,313
71.5,97890.2587891,86,25,313
72.0,97919.4824219,86,25,314
72.5,97887.1582031,86,25,312
73.0,97881.3476562,86,25,313
73.5,97922.3388672,86,25,316
74.0,97904.5898438,86,25,316
74.5,97900.1708984,86,25,318
75.0,97899.7314453,86,25,315
75.5,97892.96875,86,25,312
76.0,97911.8896484,86,25,316
76.5,97902.4414062,86,25,314
77.0,97917.7490234,86,25,317
77.5,97898.2421875,86,25,315
78.0,97908.0078125,86,25,312
78.5,97886.2060547,86,25,311
79.0,97910.7177734,86,25,312
79.5,97918.2861328,86,25,316
80.0,97906.9335938,86,25,314
80.5,97919.4824219,86,25,316
81.0,97903.2958984,86,25,315
81.5,97907.8857422,86,25,313
82.0,97915.3076172,86,25,314
82.5,97876.0742188,86,25,316
83.0,97909.2529297,86,25,314
83.5,97904.4921875,86,25,315
84.0,97920.3369141,86,25,316
84.5,97907.8369141,86,25,314
85.0,97919.4824219,86,25,313
85.5,97894.6289062,86,25,318
86.0,97918.8720703,86,25,317
86.5,97917.8955078,86,25,315
87.0,97913.3056641,86,25,316
87.5,97921.9726562,86,25,316
88.0,97933.0566406,86,25,318
88.5,97889.5996094,86,25,312
89.0,97916.8212891,86,25,315
89.5,97912.2314453,86,25,314
90.0,97880.0292969,86,25,315
90.5,97892.1875,86,25,313
91.0,97893.9697266,86,25,312
91.5,97892.8955078,86,25,316
92.0,97911.5722656,86,25,313
92.5,97915.625,87,25,315
93.0,97897.6074219,87,25,314
93.5,97890.8447266,87,25,313
94.0,97912.3535156,87,25,315
94.5,97889.5019531,87,25,315
95.0,97901.9287109,87,25,313
95.5,97909.5214844,87,25,314
96.0,97907.4951172,87,25,319
96.5,97899.7802734,87,25,315
97.0,97908.59375,87,25,317
97.5,97887.6464844,87,25,313
98.0,97902.6367188,87,25,316
98.5,97888.3056641,87,25,317
99.0,97961.4501953,87,25,313
99.5,98132.8613281,87,25,313
100.0,98762.7197266,87,25,317
100.5,98875.1464844,87,25,313
101.0,98866.5039062,87,25,318
101.5,98897.3632812,87,25,315
102.0,99044.4335938,87,25,313
102.5,99017.5292969,87,25,314
103.0,99029.5898438,87,25,317
103.5,99075.0732422,87,25,318
104.0,99090.8935547,87,25,323
104.5,98990.625,87,25,320
105.0,99047.2167969,88,25,327
105.5,99036.7919922,88,25,330
106.0,99041.2841797,88,25,327
106.5,99040.7470703,88,25,327
107.0,99064.0625,88,25,329
107.5,99164.5507812,88,25,330
108.0,99084.8144531,88,25,333
108.5,99120.8496094,89,25,331
109.0,99111.9384766,89,25,333
109.5,99071.0449219,89,25,337
110.0,99112.3779297,89,25,335
110.5,99085.15625,89,25,331
111.0,99066.7724609,90,25,334
111.5,99038.3300781,90,25,333
112.0,99071.1181641,90,25,334
112.5,99036.71875,90,25,332
113.0,99034.0087891,91,25,331
113.5,98998.9257812,91,25,331
114.0,98997.0458984,91,25,332
114.5,98995.703125,91,25,331
115.0,99001.3916016,92,25,330
115.5,99039.7949219,92,25,327
116.0,99053.6132812,92,25,331
116.5,99030.6884766,92,25,331
117.0,99047.0947266,93,25,329
117.5,99041.9921875,93,25,331
118.0,99071.1425781,93,25,331
118.5,99091.8945312,93,25,326
119.0,99095.3125,94,25,327
119.5,99090.4296875,94,25,328
120.0,99104.5166016,94,25,328
120.5,99123.828125,94,25,329
121.0,99154.4677734,95,25,329
121.5,99143.359375,95,25,326
122.0,99166.4306641,95,25,328
122.5,99166.0400391,95,25,326
123.0,99179.6142578,96,25,329
123.5,99208.1298828,96,25,329
124.0,99184.9609375,96,25,329
124.5,99216.2841797,96,25,329
125.0,99211.6455078,97,25,329
125.5,99205.5664062,97,25,327
126.0,99238.5498047,97,25,324
126.5,99247.5341797,97,25,326
127.0,99252.5634766,98,25,326
127.5,99274.2675781,98,25,326
128.0,99270.6298828,98,25,327
128.5,99272.5830078,98,25,328
129.0,99287.6220703,99,25,327
129.5,99284.9121094,99,25,324
130.0,99328.3691406,99,25,327
130.5,99342.3339844,99,25,324
131.0,99354.1992188,99,25,329
131.5,99338.3544922,100,25,325
132.0,99389.8193359,100,25,325
132.5,99352.6367188,100,25,326
133.0,99391.8701172,100,25,325
133.5,99373.1445312,100,25,327
134.0,99390.9667969,100,25,329
134.5,99410.9375,100,25,329
135.0,99434.0576172,100,25,327
135.5,99443.4814453,100,25,325
136.0,99445.7519531,100,26,327
136.5,99442.4316406,100,26,326
137.0,99447.6318359,100,26,324
137.5,99505.7861328,100,26,323
138.0,99475.8789062,100,26,325
138.5,99509.2285156,100,26,322
139.0,99528.2470703,100,26,325
139.5,99542.0166016,100,26,324
140.0,99544.0917969,100,26,328
140.5,99538.3789062,100,26,329
141.0,99544.921875,100,26,325
141.5,99587.3046875,100,26,329
142.0,99577.6123047,100,26,328
142.5,99584.7167969,100,26,322
143.0,99590.8691406,100,26,326
143.5,99610.5957031,100,26,326
144.0,99599.6337891,100,26,325
144.5,99626.6357422,100,26,324
145.0,99624.21875,100,26,322
145.5,99629.7119141,100,26,324
146.0,99595.2392578,100,26,326
146.5,99624.0234375,100,26,326
147.0,99658.4472656,100,26,323
147.5,99657.1777344,100,26,326
148.0,99654.5410156,100,26,326
148.5,99660.6689453,100,26,329
149.0,99681.1767578,100,26,324
149.5,99760.2539062,100,26,323
150.0,99710.7910156,100,26,330
150.5,99741.2597656,100,26,322
151.0,99740.0634766,100,26,324
151.5,99768.0175781,100,26,326
152.0,99738.7451172,100,26,324
152.5,99745.5566406,100,26,326
153.0,99789.9414062,100,26,327
153.5,99765.1367188,100,26,331
154.0,99790.2587891,100,26,328
154.5,99787.109375,100,26,326
155.0,99794.6289062,100,26,325
155.5,99808.8134766,100,26,324
156.0,99826.6601562,100,26,328
156.5,99826.4160156,100,26,324
157.0,99838.5742188,100,26,324
157.5,99863.3300781,100,26,325
158.0,99866.4550781,100,26,325
158.5,99896.3134766,100,26,324
159.0,99907.421875,100,26,323
159.5,99907.5683594,100,26,327
160.0,99910.0830078,100,26,327
160.5,99929.3457031,100,26,325
161.0,99959.0087891,100,26,325
161.5,99941.6992188,100,26,323
162.0,99937.3291016,100,26,328
162.5,99957.6660156,100,26,323
163.0,99961.0839844,100,26,325
163.5,99982.2021484,100,26,325
164.0,99994.0429688,100,26,325
164.5,100017.919922,100,26,322
165.0,100014.575195,100,26,323
165.5,100037.817383,100,26,323
166.0,100018.774414,100,26,322
166.5,100043.066406,100,26,324
167.0,100034.765625,100,26,324
167.5,100046.508789,100,26,327
168.0,100046.09375,100,26,327
168.5,100035.205078,100,26,326
169.0,100039.648438,100,26,323
169.5,100021.899414,100,27,322
170.0,100020.214844,100,27,322
170.5,99968.0664062,100,26,323
171.0,99976.2695312,100,26,321
171.5,99917.9199219,100,27,327
172.0,99899.9267578,100,26,326
172.5,99896.7285156,100,26,329
173.0,99868.5302734,100,26,323
173.5,99897.8271484,100,27,325
174.0,99876.3427734,100,27,321
174.5,99876.7333984,100,26,321
175.0,99872.265625,100,26,322
175.5,99903.6376953,100,27,319
176.0,99860.546875,100,26,320
176.5,99879.1748047,100,27,317
177.0,99870.6054688,100,26,318
177.5,99877.3925781,100,26,318
178.0,99882.421875,100,27,318
178.5,99866.3330078,100,27,316
179.0,99869.0429688,100,27,319
179.5,99891.40625,100,27,316
180.0,99870.1904297,100,27,318
180.5,99868.7011719,100,27,320
181.0,99853.4179688,100,27,319
181.5,99886.6210938,100,27,316
182.0,99852.6611328,100,27,320
182.5,99885.2783203,100,27,318
183.0,99896.1425781,100,27,319
183.5,99886.7675781,100,27,318
184.0,99874.2675781,100,27,320
184.5,99876.0498047,100,27,323
185.0,99882.6904297,100,27,321
185.5,99871.2890625,100,27,318
186.0,99893.8720703,100,27,320
186.5,99880.5175781,100,27,319
187.0,99885.0097656,100,27,320
187.5,99879.0527344,100,27,321
188.0,99875.6835938,100,27,320
188.5,99883.1298828,100,27,320
189.0,99891.2841797,100,27,320
189.5,99863.671875,100,27,318
190.0,99889.0869141,100,27,324
190.5,99898.3642578,100,27,322
191.0,99882.8857422,100,27,321
191.5,99898.6572266,100,27,323
192.0,99905.2734375,100,27,322
192.5,99880.6884766,100,27,321
193.0,99881.640625,100,27,325
193.5,99896.0693359,100,27,324
194.0,99921.875,100,27,321
194.5,99912.7929688,100,27,320
195.0,99908.0566406,100,27,318
195.5,99895.5322266,100,27,320
196.0,99885.7177734,100,27,321
196.5,99907.1289062,100,27,324
197.0,99887.9882812,100,27,322
197.5,99888.6230469,100,27,318
198.0,99911.2060547,100,27,321
198.5,99877.6123047,100,27,321
199.0,99896.5332031,100,27,321
199.5,99902.4902344,100,27,321
200.0,99893.9208984,100,27,320
200.5,99905.859375,100,27,321
201.0,99895.703125,100,27,322
201.5,99884.3017578,100,27,325
202.0,99890.3808594,100,27,323
202.5,99919.1162109,100,27,323
203.0,99898.1201172,100,27,322
203.5,99902.6123047,100,27,322
204.0,99894.6533203,100,27,324
204.5,99903.3203125,100,27,319
205.0,99895.3613281,100,27,318
205.5,99880.3466797,100,27,322
206.0,99905.4199219,100,27,321
206.5,99923.1933594,100,27,322
207.0,99898.1933594,100,27,321
207.5,99899.1699219,100,27,322
208.0,99918.8720703,100,27,320
208.5,99904.0527344,100,27,318
209.0,99905.8349609,100,27,321
209.5,99904.8828125,100,27,322
210.0,99913.0371094,100,27,322
210.5,99915.8691406,100,27,325
211.0,99910.7177734,100,27,321
211.5,99909.5947266,100,27,319
212.0,99908.0078125,100,27,319
212.5,99895.4833984,100,27,321
213.0,99909.375,100,27,322
213.5,99935.6201172,100,27,320
214.0,99904.3701172,100,27,321
214.5,99894.53125,100,27,320
215.0,99917.7978516,100,27,320
215.5,99905.8349609,100,27,325
216.0,99906.640625,100,27,320
216.5,99929.1259766,100,27,320
217.0,99903.3935547,100,27,321
217.5,99919.1650391,100,27,321
218.0,99920.9716797,100,27,320
218.5,99899.3164062,100,27,320
219.0,99921.1914062,100,27,320
219.5,99908.1298828,100,27,319
220.0,99895.6787109,100,27,321
220.5,99907.7636719,100,27,320
221.0,99925.0488281,100,27,320
221.5,99906.640625,100,27,321
222.0,99925.6835938,100,27,319
222.5,99898.7792969,100,27,321
223.0,99930.3466797,100,27,319
223.5,99893.359375,100,27,320
224.0,99894.1650391,100,27,319
224.5,99922.8515625,100,27,319
225.0,99934.5458984,100,27,321
225.5,99923.9013672,100,27,319
226.0,99907.3730469,100,27,321
226.5,99923.6816406,100,27,320
227.0,99913.7207031,100,27,321
227.5,99924.21875,100,27,320
228.0,99898.3886719,100,27,318
228.5,99925.0488281,100,27,322
229.0,99932.421875,100,27,317
229.5,99916.0644531,100,27,320
230.0,99905.1757812,100,27,319
230.5,99910.0830078,100,27,317
231.0,99913.0859375,100,27,320
231.5,99898.4863281,100,27,316
232.0,99917.5292969,100,27,318
232.5,99894.7021484,100,27,318
233.0,99928.9794922,100,27,320
233.5,99890.625,100,27,323
234.0,99921.0449219,100,27,321
234.5,99923.0224609,100,27,317
235.0,99914.6972656,100,27,320
235.5,99905.1757812,100,27,320
236.0,99879.7607422,100,27,317
236.5,99882.3730469,100,27,318
237.0,99907.0800781,100,27,318
237.5,99914.5507812,100,27,321
238.0,99910.1806641,100,27,318
238.5,99914.1601562,100,27,317
239.0,99913.3300781,100,27,319
239.5,99891.0644531,100,27,318
240.0,99914.1601562,100,27,319
240.5,99932.4707031,100,27,321
241.0,99888.0615234,100,27,321
241.5,99892.6513672,100,27,319
242.0,99900.2929688,100,27,320
242.5,99901.6357422,100,27,315
243.0,99899.7558594,100,27,321
243.5,99912.5244141,100,27,316
244.0,99904.7363281,100,27,320
244.5,99905.2978516,100,27,321
245.0,99893.1884766,100,27,317
245.5,99888.1591797,100,27,316
246.0,99894.6533203,100,27,316
246.5,99889.5263672,100,27,318
247.0,99896.3134766,100,27,319
247.5,99912.5244141,100,27,318
248.0,99920.3613281,100,27,317
248.5,99892.6513672,100,27,318
249.0,99888.4277344,100,27,319
249.5,99894.0185547,100,27,317
250.0,99899.1699219,100,27,316
250.5,99884.3017578,100,27,314
251.0,99889.1113281,100,27,318
251.5,99872.9003906,100,27,317
252.0,99892.2363281,100,27,317
252.5,99908.6669922,100,27,317
253.0,99892.6513672,100,27,320
253.5,99910.1074219,100,27,317
254.0,99896.5332031,100,27,318
254.5,99906.7626953,100,27,315
255.0,99903.4423828,100,27,317
255.5,99898.4130859,100,27,318
256.0,99910.4248047,100,27,317
256.5,99909.2773438,100,27,316
257.0,99878.5888672,100,27,319
257.5,99902.0751953,100,27,314
258.0,99901.1230469,100,27,316
258.5,99882.2265625,100,27,319
259.0,99886.3037109,100,27,319
259.5,99883.1787109,100,27,319
260.0,99902.0263672,100,27,317
260.5,99903.6865234,100,27,317
261.0,99887.6708984,100,27,318
261.5,99901.0742188,100,27,313
262.0,99884.2529297,100,27,315
262.5,99859.8876953,100,27,314
263.0,99879.5166016,100,27,316
263.5,99872.3144531,100,27,318
264.0,99873.7792969,100,27,318
264.5,99881.5185547,100,27,319
265.0,99857.5927734,100,27,317
265.5,99871.1914062,100,27,315
266.0,99872.4365234,100,27,313
266.5,99855.2978516,100,27,318
267.0,99862.6220703,100,27,317
267.5,99873.3642578,100,27,320
268.0,99871.2890625,100,27,315
268.5,99880.8105469,100,27,315
269.0,99866.6992188,100,27,317
269.5,99877.8076172,100,27,316
270.0,99825.4882812,100,27,315
270.5,99861.9140625,100,27,314
271.0,99879.6875,100,27,317
271.5,99843.7255859,100,27,318
272.0,99859.2041016,100,27,320
272.5,99853.2470703,100,27,314
273.0,99855.2490234,100,27,315
273.5,99870.6054688,100,27,314
274.0,99846.7773438,100,27,318
274.5,99884.4482422,100,27,311
275.0,99868.1396484,100,27,316
275.5,99858.7158203,100,27,316
276.0,99870.7275391,100,27,315
276.5,99864.6972656,100,27,315
277.0,99872.8515625,100,27,316
277.5,99850.5615234,100,27,313
278.0,99855.2978516,100,27,315
278.5,99825.1220703,100,27,313
279.0,99846.484375,100,27,315
279.5,99828.7597656,100,27,317
280.0,99868.8232422,100,27,312
280.5,99848.2177734,100,27,316
281.0,99841.4794922,100,27,315
281.5,99827.3681641,100,27,317
282.0,99852.8320312,100,27,316
282.5,99848.3398438,100,27,316
283.0,99853.3691406,100,27,313
283.5,99853.3691406,100,27,315
284.0,99858.7890625,100,27,312
284.5,99869.7753906,100,27,317
285.0,99832.2509766,100,27,313
285.5,99849.3896484,100,27,315
286.0,99845.5566406,100,27,318
286.5,99853.7109375,100,27,319
287.0,99843.7988281,100,27,316
287.5,99837.9394531,100,27,316
288.0,99844.3115234,100,27,314
288.5,99821.7773438,100,27,313
289.0,99835.6445312,100,27,317
289.5,99808.984375,100,27,312
290.0,99850.7080078,100,27,316
290.5,99835.7666016,100,27,318
291.0,99842.7978516,100,27,315
291.5,99806.5185547,100,27,317
292.0,99824.9755859,100,27,314
292.5,99834.6435547,100,27,315
293.0,99813.1347656,100,27,317
293.5,99814.5507812,100,27,316
294.0,99812.890625,100,27,316
294.5,99824.7070312,100,27,315
295.0,99820.2148438,100,27,313
295.5,99797.65625,100,27,315
296.0,99796.2890625,100,27,313
296.5,99815.4541016,100,27,316
297.0,99802.7832031,100,27,314
297.5,99797.4853516,100,27,317
298.0,99809.3017578,100,27,314
298.5,99810.2539062,100,27,315
299.0,99792.7490234,100,27,315
299.5,99810.6689453,100,27,316
300.0,99804.296875,100,27,314
300.5,99803.9550781,100,27,317
301.0,99799.1699219,100,27,319
301.5,99797.8271484,100,27,314
302.0,99801.2451172,100,27,316
302.5,99782.4707031,100,27,316
303.0,99807.3486328,100,27,315
303.5,99793.3349609,100,27,314
304.0,99794.7021484,100,27,316
304.5,99807.5927734,100,27,315
305.0,99791.5771484,100,27,317
305.5,99783.9599609,100,27,315
306.0,99781.3720703,100,27,316
306.5,99804.5898438,100,27,315
307.0,99779.8828125,100,27,313
307.5,99801.6113281,100,27,318
308.0,99793.5791016,100,27,312
308.5,99786.6699219,100,27,316
309.0,99774.2675781,100,27,317
309.5,99767.7734375,100,27,313
310.0,99782.421875,100,27,315
310.5,99778.5644531,100,27,312
311.0,99767.1630859,100,27,314
311.5,99758.0810547,100,27,315
312.0,99763.8183594,100,27,316
312.5,99770.7275391,100,27,315
313.0,99789.0380859,100,27,312
313.5,99779.1259766,100,27,315
314.0,99782.3730469,100,27,313
314.5,99789.5751953,100,27,313
315.0,99769.3603516,100,27,315
315.5,99805.9814453,100,27,314
316.0,99771.9238281,100,27,318
316.5,99788.4765625,100,27,313
317.0,99765.7714844,100,27,317
317.5,99786.2792969,100,27,311
318.0,99770.2880859,100,27,311
318.5,99778.0029297,100,27,317
319.0,99775.6591797,100,27,317
319.5,99775.6591797,100,27,315
320.0,99760.5957031,100,27,314
320.5,99758.8134766,100,27,313
321.0,99757.4462891,100,27,313
321.5,99792.3583984,100,27,310
322.0,99759.3505859,100,27,311
322.5,99745.3369141,100,27,314
323.0,99737.3291016,100,27,315
323.5,99763.0126953,100,27,315
324.0,99738.8183594,100,27,315
324.5,99761.8896484,100,27,311
325.0,99775.6103516,100,27,315
325.5,99737.1337891,100,27,314
326.0,99734.1308594,100,27,315
326.5,99742.578125,100,27,313
327.0,99761.5966797,100,27,315
327.5,99743.7744141,100,27,318
328.0,99736.5478516,100,27,311
328.5,99735.9130859,100,27,311
329.0,99723.1689453,100,27,315
329.5,99731.2744141,100,27,316
330.0,99745.5566406,100,27,316
330.5,99720.4833984,100,27,315
331.0,99750.3173828,100,27,314
331.5,99724.8779297,100,27,315
332.0,99743.4814453,100,27,313
332.5,99700.9521484,100,27,314
333.0,99728.125,100,27,314
333.5,99729.1992188,100,27,313
334.0,99743.5302734,100,27,317
334.5,99733.6914062,100,27,316
335.0,99727.6611328,100,27,317
335.5,99720.2148438,100,27,316
336.0,99682.5439453,100,27,311
336.5,99729.9316406,100,27,312
337.0,99701.9775391,100,27,313
337.5,99719.6289062,100,27,314
338.0,99739.1845703,100,27,312
338.5,99719.2138672,100,27,311
339.0,99722.0458984,100,27,315
339.5,99708.0810547,100,27,315
340.0,99706.9335938,100,26,313
340.5,99697.7294922,100,27,313
341.0,99694.4824219,100,26,316
341.5,99723.6328125,100,27,314
342.0,99686.4501953,100,26,315
342.5,99694.3115234,100,26,316
343.0,99723.4863281,100,26,312
343.5,99713.0371094,100,26,313
344.0,99698.5107422,100,26,314
344.5,99705.9326172,100,26,310
345.0,99713.0371094,100,26,314
345.5,99690.4785156,100,26,316
346.0,99705.5419922,100,26,313
346.5,99693.1884766,100,26,317
347.0,99682.1533203,100,26,314
347.5,99723.1933594,100,26,313
348.0,99692.2119141,100,26,314
348.5,99693.9697266,100,26,313
349.0,99695.2148438,100,26,313
349.5,99680.078125,100,26,315
350.0,99686.4990234,100,26,314
350.5,99694.2138672,100,26,315
351.0,99669.7753906,100,26,313
351.5,99687.4267578,100,26,309
352.0,99676.0009766,100,26,315
352.5,99674.609375,100,26,313
353.0,99664.8681641,100,26,314
353.5,99690.7958984,100,26,314
354.0,99658.59375,100,26,315
354.5,99667.2851562,100,26,315
355.0,99666.4550781,100,26,310
355.5,99666.3085938,100,26,315
356.0,99677.9785156,100,26,314
356.5,99673.9013672,100,26,313
357.0,99680.1757812,100,26,317
357.5,99662.7685547,100,26,312
358.0,99666.9433594,100,26,317
358.5,99648.7060547,100,26,315
359.0,99661.1083984,100,26,314
359.5,99660.0097656,100,26,319
360.0,99641.6992188,100,26,314
360.5,99644.6533203,100,26,311
361.0,99640.1855469,100,26,315
361.5,99654.3212891,100,26,311
362.0,99668.5546875,100,26,313
362.5,99645.9960938,100,26,310
363.0,99657.9589844,100,26,315
363.5,99642.4804688,100,26,314
364.0,99650.3173828,100,26,315
364.5,99651.5625,100,26,315
365.0,99632.2509766,100,26,310
365.5,99645.5566406,100,26,313
366.0,99629.6875,100,26,313
366.5,99659.2529297,100,26,313
367.0,99637.109375,100,26,314
367.5,99634.8144531,100,26,315
368.0,99628.6621094,100,26,314
368.5,99628.9550781,100,26,315
369.0,99639.1357422,100,26,316
369.5,99638.9892578,100,26,313
370.0,99638.5986328,100,26,312
370.5,99605.7373047,100,26,313
371.0,99630.6884766,100,26,315
371.5,99635.0585938,100,26,315
372.0,99612.5244141,100,26,313
372.5,99625.3662109,100,26,318
373.0,99643.75,100,26,315
373.5,99620.1416016,100,26,315
374.0,99609.765625,100,26,312
374.5,99617.3583984,100,26,315
375.0,99619.5556641,100,26,317
375.5,99603.7353516,100,26,311
376.0,99619.5068359,100,26,312
376.5,99633.7890625,100,26,313
377.0,99608.5205078,100,26,315
377.5,99608.7646484,100,26,312
378.0,99601.9775391,100,26,316
378.5,99600.1953125,100,26,314
379.0,99599.6826172,100,26,315
379.5,99601.5625,100,26,311
380.0,99599.7802734,100,26,313
380.5,99625.0488281,100,26,316
381.0,99600.4638672,100,26,314
381.5,99613.5986328,100,26,313
382.0,99605.3466797,100,26,314
382.5,99594.4824219,100,26,314
383.0,99601.6845703,100,26,315
383.5,99583.3496094,100,26,316
384.0,99596.484375,100,26,311
384.5,99591.1865234,100,26,312
385.0,99581.7871094,100,26,313
385.5,99566.4794922,100,26,311
386.0,99589.9414062,100,26,314
386.5,99593.7255859,100,26,316
387.0,99596.4355469,100,26,313
387.5,99578.4423828,100,26,314
388.0,99581.9335938,100,26,313
388.5,99553.5400391,100,26,314
389.0,99582.5927734,100,26,314
389.5,99568.8964844,100,26,313
390.0,99574.0234375,100,26,316
390.5,99591.1376953,100,26,316
391.0,99573.6328125,100,26,311
391.5,99567.6513672,100,26,315
392.0,99559.6435547,100,26,312
392.5,99579.7119141,100,26,315
393.0,99588.6962891,100,26,316
393.5,99569.7998047,100,26,313
394.0,99579.1748047,100,26,316
394.5,99559.0576172,100,26,314
395.0,99557.0068359,100,26,313
395.5,99566.6748047,100,26,312
396.0,99536.9140625,100,26,312
396.5,99567.6025391,100,26,314
397.0,99553.8818359,100,26,315
397.5,99552.3681641,100,26,317
398.0,99543.7011719,100,26,312
398.5,99566.0888672,100,26,316
399.0,99563.0859375,100,26,318
399.5,99534.0576172,100,26,310
400.0,99564.5751953,100,26,314
400.5,99574.609375,100,26,316
401.0,99560.1074219,100,26,315
401.5,99544.2138672,100,26,315
402.0,99546.4111328,100,26,315
402.5,99546.8017578,100,26,315
403.0,99560.1074219,100,26,312
403.5,99542.96875,100,26,313
404.0,99527.3925781,100,26,313
404.5,99538.2080078,100,26,318
405.0,99540.2099609,100,26,315
405.5,99528.7109375,100,26,314
406.0,99546.1669922,100,26,311
406.5,99514.3310547,100,26,313
407.0,99531.7871094,100,26,313
407.5,99546.3134766,100,26,314
408.0,99535.8642578,100,26,311
408.5,99514.9658203,100,26,314
409.0,99519.1650391,100,26,314
409.5,99541.2841797,100,26,314
410.0,99540.9912109,100,26,316
410.5,99533.5693359,100,26,315
411.0,99543.6035156,100,26,313
