Time(s),Pressure(pa),Humidity(RH%),Temperature(C),Gas(NoUnitYet)
106.0,95439.6728516,100,23,372
106.5,95443.5546875,100,23,370
107.0,95453.2226562,100,23,371
107.5,95441.8457031,100,23,373
108.0,95459.5703125,100,23,368
108.5,95441.2353516,100,23,371
109.0,95443.5791016,100,23,368
109.5,95448.9501953,100,23,368
110.0,95455.5175781,100,23,367
110.5,95466.1376953,100,23,368
111.0,95446.3378906,100,23,365
111.5,95461.1328125,100,23,367
112.0,95491.9433594,100,23,368
112.5,95447.6318359,100,23,365
113.0,95442.96875,100,23,365
113.5,95467.8710938,100,23,369
114.0,95457.0800781,100,23,368
114.5,95484.2773438,100,23,363
115.0,95472.7050781,100,23,368
115.5,95442.6513672,100,23,361
116.0,95447.6318359,100,23,361
116.5,95442.4316406,100,23,364
117.0,95472.8759766,100,23,362
117.5,95455.3466797,100,23,364
118.0,95460.3515625,100,23,364
118.5,95449.1943359,100,23,362
119.0,95447.6318359,100,23,359
119.5,95466.3574219,100,23,360
120.0,95456.7138672,100,23,361
120.5,95472.1679688,100,23,361
121.0,95460.5712891,100,23,359
121.5,95466.3574219,100,23,360
122.0,95481.2255859,100,23,361
122.5,95469.0429688,100,23,360
123.0,95465.6005859,100,23,362
123.5,95461.71875,100,23,361
124.0,95479.6630859,100,23,359
124.5,95454.9804688,100,23,356
125.0,95449.1943359,100,23,359
125.5,95447.2900391,100,23,359
126.0,95453.2470703,100,23,358
126.5,95454.2480469,100,23,355
127.0,95448.2421875,100,23,355
127.5,95452.5390625,100,23,355
128.0,95447.6806641,100,23,352
128.5,95469.4335938,100,23,358
129.0,95463.0859375,100,23,356
129.5,95473.7060547,100,23,357
130.0,95452.8808594,100,23,353
130.5,95476.0253906,100,23,356
131.0,95449.4384766,100,23,357
131.5,95456.8115234,100,23,354
132.0,95451.3671875,100,23,353
132.5,95455.2001953,100,23,356
133.0,95445.8007812,100,23,355
133.5,95472.7783203,100,23,353
134.0,95459.0820312,100,23,351
134.5,95445.9716797,100,23,353
135.0,95444.7998047,100,23,353
135.5,95453.0761719,100,23,353
136.0,95458.3251953,100,23,354
136.5,95460.2294922,100,23,354
137.0,95428.7841797,100,23,349
137.5,95468.3349609,100,23,349
138.0,95453.6865234,100,23,351
138.5,95456.2011719,100,23,352
139.0,95457.5439453,100,23,349
139.5,95447.3388672,100,23,349
140.0,95445.5810547,100,23,349
140.5,95452.734375,100,23,349
141.0,95440.7470703,100,23,348
141.5,95460.0830078,100,23,347
142.0,95448.0712891,100,23,349
142.5,95465.234375,100,23,348
143.0,95446.5332031,100,23,347
143.5,95461.2304688,100,23,345
144.0,95451.7333984,100,23,347
144.5,95453.0761719,100,23,346
145.0,95445.9716797,100,23,351
145.5,95450.9765625,100,23,352
146.0,95450.8056641,100,23,346
146.5,95458.6669922,100,23,346
147.0,95472.2167969,100,23,343
147.5,95445.3857422,100,23,346
148.0,95471.4355469,100,23,346
148.5,95455.5908203,100,23,345
149.0,95483.7646484,100,23,345
149.5,95462.3779297,100,23,344
150.0,95462.1582031,100,23,345
150.5,95442.5292969,100,23,347
151.0,95445.9716797,100,23,346
151.5,95435.2050781,100,23,344
152.0,95446.7529297,100,23,341
152.5,95455.8349609,100,23,342
153.0,95441.3574219,100,23,343
153.5,95454.4921875,100,23,348
154.0,95454.4921875,100,23,344
154.5,95456.8115234,100,23,342
155.0,95455.0292969,100,23,342
155.5,95458.4960938,100,23,342
156.0,95445.6054688,100,23,348
156.5,95463.5498047,100,23,345
157.0,95444.6289062,100,23,343
157.5,95427.2949219,100,23,343
158.0,95440.9912109,100,23,342
158.5,95479.5654297,100,23,342
159.0,95455.0537109,100,23,343
159.5,95438.0859375,100,23,341
160.0,95464.2822266,100,23,340
160.5,95461.7919922,100,23,341
161.0,95460.4248047,100,23,341
161.5,95477.7832031,100,23,341
162.0,95457.3242188,100,23,343
162.5,95464.1113281,100,23,339
163.0,95472.2167969,100,23,343
163.5,95484.7900391,100,23,337
164.0,95452.9296875,100,23,342
164.5,95438.4765625,100,23,338
165.0,95463.5498047,100,23,338
165.5,95454.8339844,100,23,341
166.0,95461.0351562,100,23,337
166.5,95463.7451172,100,23,337
167.0,95477.0019531,100,23,336
167.5,95456.5917969,100,23,340
168.0,95475.2929688,100,23,339
168.5,95487.8417969,100,23,338
169.0,95473.7304688,100,23,336
169.5,95481.4697266,100,23,336
170.0,95474.9267578,100,23,338
170.5,95461.0351562,100,23,338
171.0,95473.4375,100,23,336
171.5,95450.4394531,100,23,335
172.0,95476.7822266,100,23,336
172.5,95493.6279297,100,23,335
173.0,95471.6552734,100,23,340
173.5,95448.7060547,100,23,336
174.0,95453.8818359,100,23,335
174.5,95474.5361328,100,23,336
175.0,95464.5507812,100,23,338
175.5,95454.1015625,100,23,335
176.0,95494.5800781,100,23,337
176.5,95465.625,100,23,333
177.0,95476.2695312,100,23,335
177.5,95489.0136719,100,23,334
178.0,95487.2314453,100,23,337
178.5,95492.6269531,100,23,333
179.0,95478.5644531,100,23,339
179.5,95444.6533203,100,23,333
180.0,95475.8789062,100,23,339
180.5,95493.0664062,100,23,336
181.0,95467.1630859,100,23,334
181.5,95485.5224609,100,23,332
182.0,95485.3271484,100,23,336
182.5,95489.9658203,100,23,335
183.0,95484.7412109,100,23,336
183.5,95489.3310547,100,23,334
184.0,95481.2744141,100,23,333
184.5,95497.4609375,100,23,329
185.0,95470.6298828,100,23,332
185.5,95490.3564453,100,23,334
186.0,95474.5361328,100,23,333
186.5,95512.5,100,23,332
187.0,95460.8398438,100,23,334
187.5,95495.5810547,100,23,334
188.0,95487.3046875,100,23,330
188.5,95485.8642578,100,23,333
189.0,95493.2373047,100,23,332
189.5,95480.8837891,100,23,331
190.0,95480.3222656,100,23,329
190.5,95476.6845703,100,23,334
191.0,95472.2167969,100,23,327
191.5,95493.2373047,100,23,331
192.0,95482.8125,100,23,332
192.5,95488.4033203,100,23,332
193.0,95483.4228516,100,23,330
193.5,95494.1894531,100,23,333
194.0,95487.8417969,100,23,331
194.5,95497.65625,100,23,333
195.0,95499.5849609,100,23,332
195.5,95481.0791016,100,23,331
196.0,95477.0507812,100,23,330
196.5,95474.9267578,100,23,332
197.0,95489.9169922,100,23,333
197.5,95478.1738281,100,23,329
198.0,95474.9267578,100,23,332
198.5,95505.9570312,100,23,326
199.0,95490.1123047,100,23,329
199.5,95477.8320312,100,23,325
200.0,95500.3662109,100,23,326
200.5,95502.6855469,100,23,330
201.0,95492.8222656,100,23,329
201.5,95507.7148438,100,23,330
202.0,95505.2001953,100,23,332
202.5,95520.0439453,100,23,330
203.0,95509.4238281,100,23,328
203.5,95494.1894531,100,23,330
204.0,95510.3759766,100,23,329
204.5,95497.6074219,100,23,330
205.0,95507.1044922,100,23,330
205.5,95512.3291016,100,23,327
206.0,95511.1572266,100,23,326
206.5,95503.0517578,100,23,331
207.0,95524.4384766,100,23,328
207.5,95492.2119141,100,23,327
208.0,95518.8720703,100,23,329
208.5,95494.9707031,100,23,330
209.0,95503.0029297,100,23,327
209.5,95488.9648438,100,23,329
210.0,95522.8759766,100,23,328
210.5,95509.8144531,100,23,327
211.0,95483.5693359,100,23,324
211.5,95513.0615234,100,23,326
212.0,95522.7539062,100,23,330
212.5,95521.7529297,100,23,330
213.0,95507.6660156,100,23,328
213.5,95506.5185547,100,23,327
214.0,95522.8759766,100,23,326
214.5,95511.9140625,100,23,327
215.0,95528.8818359,100,23,328
215.5,95514.2578125,100,23,325
216.0,95547.9736328,100,23,326
216.5,95513.1103516,100,23,326
217.0,95498.2177734,100,23,327
217.5,95527.5634766,100,23,325
218.0,95529.8339844,100,23,326
218.5,95542.9931641,100,23,325
219.0,95528.3203125,100,23,328
219.5,95495.9228516,100,23,325
220.0,95548.8769531,100,23,326
220.5,95512.8662109,100,23,325
221.0,95527.7099609,100,23,325
221.5,95520.8007812,100,23,326
222.0,95527.734375,100,23,326
222.5,95536.9873047,100,23,327
223.0,95543.3349609,100,23,323
223.5,95524.609375,100,23,323
224.0,95534.0332031,100,23,323
224.5,95551.0009766,100,23,324
225.0,95521.8994141,100,23,325
225.5,95506.3232422,100,23,325
226.0,95526.8066406,100,23,325
226.5,95535.7910156,100,23,326
227.0,95519.9707031,100,23,324
227.5,95535.2050781,100,23,325
228.0,95526.3427734,100,23,323
228.5,95542.7490234,100,23,326
229.0,95555.2978516,100,23,326
229.5,95534.0332031,100,23,326
230.0,95533.3007812,100,23,323
230.5,95544.6289062,100,23,327
231.0,95541.7724609,100,23,324
231.5,95534.2773438,100,23,327
232.0,95553.3447266,100,23,325
232.5,95536.1816406,100,23,319
233.0,95552.9785156,100,23,324
233.5,95531.5917969,100,23,324
234.0,95560.1318359,100,23,324
234.5,95544.5068359,100,23,322
235.0,95530.7861328,100,23,323
235.5,95542.5537109,100,23,324
236.0,95541.1865234,100,23,324
236.5,95541.0400391,100,23,321
237.0,95529.2480469,100,23,322
237.5,95548.6816406,100,23,325
238.0,95553.9550781,100,23,320
238.5,95583.0322266,100,23,323
239.0,95546.7773438,100,23,322
239.5,95554.5166016,100,23,325
240.0,95558.7890625,100,23,317
240.5,95555.859375,100,23,325
241.0,95596.1669922,100,23,322
241.5,95577.2216797,100,23,322
242.0,95585.3759766,100,23,322
242.5,95573.5839844,100,23,322
243.0,95567.0166016,100,23,319
